namapemda,pulau,tahun,jenis,level1,level2,Level2a,level3,level3a,nilai,Gubernur,WakilGubernur
Provinsi Sulawesi Selatan,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,51776490000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,71791350000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,2.43814E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,4.29735E+11,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Selatan,Sulawesi,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,16909730000,PROF. M. NURDIN ABDULLAH,ANDI SUDIRMAN SULAIMAN
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.81152E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,86253980000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,49255110000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,35065050000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.53132E+11,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,55147220000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Sulawesi Tenggara,Sulawesi,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1193000000,ALI MAZI,LUKMAN ABUNAWAS
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.8273E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.42055E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,49439820000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.04958E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.21873E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5.12862E+11,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Bali,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1555640000,WAYAN KOSTER,TJOK OKA ARTHA ARDHANA SUKAWATI
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,2.30132E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.55115E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,44537580000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,61545250000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,88553580000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.43539E+11,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Barat,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,8068270000,ZULKIEFLIMANSYAH,SITTI ROHMI DJALILAH
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.89102E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.21491E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,56636800000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,15461320000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.14179E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.24118E+11,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Nusa Tenggara Timur,Bali & Nusra,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,16303270000,VIKTOR BUNGTILU LAISKODAT,JOSEF ADREANUS NAE SOI
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.43137E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.1334E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,48018450000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,23604810000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.43967E+11,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,48859970000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Maluku,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,20289140000,MURAD ISMAIL,BARNABAS ORNO
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.65307E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.67695E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.40775E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,94906890000,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,519. Belanja Lainnya,519. Belanja Lainnya,20000000,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5.24576E+11,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,2.24956E+12,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Papua,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,74913790000,LUKAS ENEMBE,KLEMEN TINAL
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,98664910000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,65030990000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,70452630000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,59456790000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,51506730000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,80529690000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Maluku Utara,Papua & Maluku,2006,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,4208390000,AHMAD HIDAYAT MUS,RIVAI UMAR
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.49294E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.89689E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,31816251375,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,1.45597E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,7448006612,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,5.3434E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Sumatera Utara,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.91254E+11,EDY RAHMAYADI,MUSA RAJEKSHAH
Provinsi Riau,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,8.68254E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,5.48181E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.97378E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,1178464903,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.67889E+11,SYAMSUAR,EDY NASUTION
Provinsi Riau,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,35160000000,SYAMSUAR,EDY NASUTION
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,4.43124E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.62589E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,1432632000,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,93188705650,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,3685751320,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.72612E+11,HERMAN DERU,MAWARDI YAHYA
Provinsi Sumatera Selatan,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,67320000000,HERMAN DERU,MAWARDI YAHYA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,3.79581E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,3.62213E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,33453845350,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,96907332146,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,5295446500,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,49583593007,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,32901283623,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.65065E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,10170003100,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,17141479855,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Lampung,Sumatera,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,3.8009E+11,ARINAL DJUNAIDI,CHUSNUNIA
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,9.75489E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,8.20794E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,513. Belanja Subsidi,514. Belanja Subsidi,64743943800,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,3.43639E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,2.39227E+11,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,16917690501,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,1.34781E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Barat,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,517. Belanja Bantuan Keuangan,542. Belanja Bantuan Keuangan,1.17247E+12,MOCHAMAD RIDWAN KAMIL,UU RUZHANUL ULUM
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,9.92947E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,8.09989E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,512. Belanja Bunga,513. Belanja Bunga,1650784,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,5.03965E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,3.52571E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,27108510608,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,72473701213,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,92269989384,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,1.78404E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,4294876979,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,518. Belanja Tidak Terduga,531. Belanja Tidak Terduga,5910902415,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,8.48955E+11,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Tengah,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,516. Belanja Bagi Hasil,541. Belanja Bagi Hasil,16638726917,GANJAR PRANOWO,TAJ YASIN
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,51. Belanja Pegawai,511. Belanja Pegawai Tidak Langsung,511. Belanja Pegawai,1.21057E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,52. Belanja Barang Jasa,522. Belanja Barang Jasa,512. Belanja Barang dan Jasa,1.19459E+12,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,514. Belanja Hibah,515. Belanja Hibah,2000000000,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,51. Belanja Tidak Langsung,54. Belanja Lainnya,515. Belanja Bantuan Sosial,516. Belanja Bantuan Sosial,8.56284E+11,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
Provinsi Jawa Timur,Jawa,2007,Realisasi,5. Belanja,52. Belanja Langsung,53. Belanja Modal,523. Belanja Modal,520. Belanja Modal,62055742229,KHOFIFAH INDAR PARAWANSA,EMIL ELESTIANTO DARDAK
